Dataset Name,Question
Undergraduate_Postgraduate.csv,what is the range of the number of undergraduate students ?
Undergraduate_Postgraduate.csv,please provide a range from the number of undergrads .
Undergraduate_Postgraduate.csv,determine the range of the undergraduate students .
Undergraduate_Postgraduate.csv,determine the range for the number of undergraduate students .
Undergraduate_Postgraduate.csv,show me the range of undergraduate students .
Undergraduate_Postgraduate.csv,what is the range of undergrad students ?
Undergraduate_Postgraduate.csv,show the range of the number of undergraduate students
Undergraduate_Postgraduate.csv,can you show me the range of number of undergraduate students
Undergraduate_Postgraduate.csv,can you tell me the number range of undergraduate students ?
Undergraduate_Postgraduate.csv,show me the difference between the lowest and highest number of undergraduate students .
Undergraduate_Postgraduate.csv,what is the range of the income of undergraduate students ?
Undergraduate_Postgraduate.csv,what is the income range of undergrads ?
Undergraduate_Postgraduate.csv,show me the range of the income of undergraduate students .
Undergraduate_Postgraduate.csv,"for undergraduate students , what is the income range ?"
Undergraduate_Postgraduate.csv,show me the income range of all undergraduate students .
Undergraduate_Postgraduate.csv,identify the range of the income of undergraduate students .
Undergraduate_Postgraduate.csv,show me the range of the income of undergradute students
Undergraduate_Postgraduate.csv,find the income range of undergraduate students .
Undergraduate_Postgraduate.csv,undergraduate student incomes fall into what range ?
Undergraduate_Postgraduate.csv,what are the high and low ends of undergraduate student income ?
Undergraduate_Postgraduate.csv,what range does the income of the undergrad students fall into ?
Undergraduate_Postgraduate.csv,retrieve the undergrad students range of income .
Undergraduate_Postgraduate.csv,can you show me range of income of undergraduate people
Undergraduate_Postgraduate.csv,the undergraduate students had an income in what range ?
Undergraduate_Postgraduate.csv,find out the income interval for the undergraduate students .
Undergraduate_Postgraduate.csv,find that range of income of undergraduate student
International football results from 1872 to 2019.csv,display the situation of the range in terms of the home team scores .
International football results from 1872 to 2019.csv,"for the home team scores , retrieve the situation of the range ."
International football results from 1872 to 2019.csv,please show the status of the range in terms of the home team 's points .
International football results from 1872 to 2019.csv,show the situation of the range in terms of the home team scores .
International football results from 1872 to 2019.csv,show me the situation of the range in terms of the home team scores
International football results from 1872 to 2019.csv,"in regards to home team scores , identify the situation of the range ."
International football results from 1872 to 2019.csv,display the situation of the range for home team scores .
International football results from 1872 to 2019.csv,how much of a range is there between the home team scores ?
International football results from 1872 to 2019.csv,show me the range in terms of the home team scores .
International football results from 1872 to 2019.csv,show me the home team scores range situation .
International football results from 1872 to 2019.csv,show me the range in scores of the home team
International football results from 1872 to 2019.csv,what is the range of the home team scores ?
International football results from 1872 to 2019.csv,what is the situation of the range in terms of the home team scores .
International football results from 1872 to 2019.csv,show the situation of most and least scores by the home team .
International football results from 1872 to 2019.csv,"based on the home team scores , show the range of conditions"
life-expectancy-by-state.csv,please list all the official languages in africa .
life-expectancy-by-state.csv,please provide all of africa 's official languages .
life-expectancy-by-state.csv,please generate a complete list of the official languages in africa .
life-expectancy-by-state.csv,please compile a list of all african official languages .
life-expectancy-by-state.csv,show me all the official languages in africa .
life-expectancy-by-state.csv,what are all of africa 's official languages
life-expectancy-by-state.csv,"can you kindly make a list for me , of the official languages in africa"
life-expectancy-by-state.csv,what are all of the official languages in africa ?
life-expectancy-by-state.csv,provide the names of the state -approved languages for every african nation .
life-expectancy-by-state.csv,in africa what are the official languages .
life-expectancy-by-state.csv,what is the range of registered soccer players in south american countries ?
life-expectancy-by-state.csv,"for south american countries , state the range of registered soccer players ."
life-expectancy-by-state.csv,"for south american countries , what is the range of registered soccer players ?"
life-expectancy-by-state.csv,tell me the range of registered soccer players from south american countries .
life-expectancy-by-state.csv,show the range of registered soccer players within the south american countries
life-expectancy-by-state.csv,show me the range of registered soccer players in south american countries .
life-expectancy-by-state.csv,what is the range for soccer players who are registered in countries part of south america ?
life-expectancy-by-state.csv,in what range are soccer players registered in countries in south american ?
life-expectancy-by-state.csv,"in the south american countries , how large is the range of registered soccer players ?"
life-expectancy-by-state.csv,in countried located in south america what is the range of soccer players registered ?
life-expectancy-by-state.csv,can you tell me what the range of registered soccer players in south american countries ?
life-expectancy-by-state.csv,what is the average number of registered soccer players in south american countries ?
life-expectancy-by-state.csv,can you tell me the range of registered soccer players in south american countries ?
life-expectancy-by-state.csv,does anybody knows the range of registered soccer players in south america countries
life-expectancy-by-state.csv,i yearn to know the population range of chinese provinces .
life-expectancy-by-state.csv,i want to know the population range for chinese provinces .
life-expectancy-by-state.csv,i would like to know the population range of chinese provinces
life-expectancy-by-state.csv,i realy want to know the range of population n the chinese provinces .
life-expectancy-by-state.csv,i want to know the population range of chinese provinces
life-expectancy-by-state.csv,can you tell me the population range of the chinese provinces ?
life-expectancy-by-state.csv,what is the range of population of provinces in china ?
life-expectancy-by-state.csv,tell me the population range of chinese provinces .
life-expectancy-by-state.csv,"for all chinese provinces , what is the population range ?"
life-expectancy-by-state.csv,i would like to know how many people live in each chinese province .
life-expectancy-by-state.csv,what is the population range of chinese provinces ?
life-expectancy-by-state.csv,show me the population range of chinese provinces .
life-expectancy-by-state.csv,i want to know the population of chinese provinces .
life-expectancy-by-state.csv,what is the population range of china 's provinces ?
life-expectancy-by-state.csv,i really want to know what the populations of each chinese provinces are .
life-expectancy-by-state.csv,what are the minimum and maximum populations of the chinese provinces ?
grade-records.csv,can you tell me what the range of students ' scores in the cw2 is ?
grade-records.csv,"in the cw2 , what is the range of students ' scores ?"
grade-records.csv,what is the range of test scores for students in cw2 ?
grade-records.csv,what is the range of students ' scores in the cw2 ?
grade-records.csv,what was the range of student scores in cw2 ?
grade-records.csv,what is the range of the students ' scores in the cw2 ?
grade-records.csv,can you give me the range of scores for the students in cw2 ?
grade-records.csv,what is the score range of students in the cw2 ?
grade-records.csv,what was the range for the scores of the students in cw2 ?
grade-records.csv,give me information about the range of students ' s score in cw2
grade-records.csv,what is the range of students ' scores in cw2 ?
grade-records.csv,what is the score range for students in the cw2 ?
grade-records.csv,what is the range between students ' scores in the cw2 ?
grade-records.csv,the students ' scores in the cw2 were what range ?
grade-records.csv,"in the cw2 , what range are the students ' scores ?"
grade-records.csv,what range of grades were there for students in cw2 ?
grade-records.csv,give me a range of student 's scores on the cw2 .
grade-records.csv,please show me the full range of scores for students in the cw2 class .
births.csv,what are the names of the districts in barcelona ?
births.csv,tell me the names of barcelona 's districts .
births.csv,tell me all the names of the districts in barcelona .
births.csv,tell me the names of the districts in barcelona .
births.csv,tell me the names of all the districts in barcelona .
births.csv,show me the names of the districts in barcelona .
births.csv,name all of the districts in barcelona .
births.csv,list the names of the districts in barcelona .
births.csv,can you tell me the names of the districts in barcelona ?
births.csv,retrieve the district names in barcelona .
births.csv,can you name the districts in barcelona ?
births.csv,"barcelona 's districts , please list each ."
births.csv,provide the names of the of the districts located in barcelona .
births.csv,"in barcelona , what are the districts called ?"
births.csv,what are barcelona 's districts ?
births.csv,list the districts in barcelona .
births.csv,what are the districts named in barcelona ?
births.csv,list all of the districts in barcelona .
births.csv,what are the districts in barcelona ?
births.csv,what is the number of male births in each neighborhood in ciutat vella in 2017 ?
births.csv,provide the total number of male births in each neighborhood for 2017 in ciutat vella .
births.csv,how many males were born in each neighborhood of ciutat vella in 2017 ?
births.csv,retrieve the number of male births in ciutat vella in 2017 for each neighborhood .
births.csv,how many male births happened in ciutat vella in 2017 in each neighborhood ?
births.csv,"in ciutat vella in 2017 , tell me the number of male births in each neighborhood ."
births.csv,how many male births are in each neighborhood in ciutat vella in 2017 ?
births.csv,list the number of male births in 2017 for each neighborhood in ciutat vella .
births.csv,"in 2017 , each neighborhood of ciutat vella had how many male births ?"
births.csv,what were ciutat vella 's number of male births by neighborhood in 2017 ?
births.csv,please tell me how many male births are in each neighborhood in ciutat vella in the year 2017 ?
births.csv,can you tell me how many males were born in 2017 in each neighborhood in ciutat vella ?
births.csv,tell me the number of male births across ciutat vella in all neighborhoods in the year 2017 .
births.csv,"in each neighborhood in ciutat vella , what was the number of male babies born in 2017 ?"
births.csv,"for the year 2017 , tell me the number of male births for each neighborhood in ciutat vella ."
births.csv,what is the number of male births in the neighborhoods of ciutat vella in 2017 ?
top250-00-19.csv,what is the range of the transfer fee in the premier league in 2010–2011 ?
top250-00-19.csv,"for the 2010 -2011 season , what is the range of the transfer fee for the premier league ?"
top250-00-19.csv,show the the 2010 -2011 season of the premier league 's range in transfer fees .
top250-00-19.csv,in premier league 2010 -2011 what is the range of the transfer fees ?
top250-00-19.csv,show me the range of the premier league transfer fees in 2010 -2011 .
top250-00-19.csv,what was the transfer fee range in the 2010 -2011 premier league season ?
top250-00-19.csv,obtain the range of the transfer fee in the premier league in 2010 -2011 .
top250-00-19.csv,"for the premier league 2010 -2011 season , can you tell me by how much the transfer fees vary ?"
top250-00-19.csv,can you let me know what the range is for the premier league transfer fee in 2010 -2011 ?
top250-00-19.csv,can you tell me the range of the premier league 's transfer fee in 2010 -2011 ?
top250-00-19.csv,tell me the range in 2010 -2011 of the transfer fee in the premier league
top250-00-19.csv,what is the range of the transfer fee in the premier league in 2010 -2011 ?
top250-00-19.csv,what is the transfer fee for the premier league in 2010 -2011 ?
top250-00-19.csv,"in 2010 -2011 , what did the premier league pose as the maximum and minimum fee for player transfer ."
top250-00-19.csv,what is the maximum transfer fee in 2010 -2011 in the premier league ?
top250-00-19.csv,retrieve the names of transferred players in la liga in 2010 .
top250-00-19.csv,show me all la liga players that were transferred in 2010 .
top250-00-19.csv,can you please get the names for players who in 2010 were transferred in la liga ?
top250-00-19.csv,what are the names of all 2010 la liga players who were transferred ?
top250-00-19.csv,i need a list of the transferred player 's names in la liga in 2010 .
top250-00-19.csv,what are the names of the la liga transferred players in 2010 ?
top250-00-19.csv,get the names of players transferred in la liga in 2010 .
top250-00-19.csv,show me the names of transferred players in la liga in 2010 .
top250-00-19.csv,show me the names of the transferred players in la liga in 2010 .
top250-00-19.csv,what are the names of transferred players in la liga in 2010 ?
top250-00-19.csv,find the transferred players name from la liga in 2010
top250-00-19.csv,tell me the players in la liga that were transferred in 2010 .
top250-00-19.csv,recover the names of moved players in la liga in 2010
top250-00-19.csv,who are the transferred players in la liga in 2010 ?
top250-00-19.csv,who was transferred in la liga in 2010
marry.csv,what is the range of the number of people who have never married ?
marry.csv,can you tell me the range of the number of people who have never been married ?
marry.csv,provide the range of the number of people who have never married .
marry.csv,can you tell me what is the range of the number of people who have never married ?
marry.csv,what are the maximum and minimum values for the number of people who 've never been married ?
marry.csv,can you tell me the number range of those who have never been married ?
marry.csv,find the range of singles who never have been married .
marry.csv,please tell me the range of the number of people who have never been married .
marry.csv,"with the people who have never married in mind , please give me the range of the number of them ."
marry.csv,provide the range of never married people .
marry.csv,can you explain the range of the number of people who have never married ?
marry.csv,identify the range value for individuals never having been married before .
marry.csv,what are the maximum and minimum of the number of people who are unmarried ?
marry.csv,do you know the average number of people that have never been married
marry.csv,identify the span of numeric values that pertain to the individuals who have always been single .
top250-00-19.csv,identify the teams that have transferred players to other teams .
top250-00-19.csv,list all teams that have transferred their players to other teams .
top250-00-19.csv,which teams have transferred players to other teams
top250-00-19.csv,please tell me all of the teams that have transferred players to other teams .
top250-00-19.csv,find any teams that have transferred any players to other teams .
top250-00-19.csv,what teams have transferred players to other teams ?
top250-00-19.csv,show me the teams that have transferred players to other teams .
top250-00-19.csv,which teams have transferred players to other organizations ?
top250-00-19.csv,list all teams that have transfered players .
top250-00-19.csv,what are teams that transferred players to other teams ?
top250-00-19.csv,which teams have traded players to different teams ?
top250-00-19.csv,indicate which teams have players from other teams .
top250-00-19.csv,can you identify the teams who have transferred players to other teams
top250-00-19.csv,can you identify the teams that have transferred players to other teams ?
top250-00-19.csv,show me which teams have transferred players .
golden_globe_awards.csv,list the names of all the actors nominated for best performance by an actress in a motion picture - musical or comedy from 2003 to 2020 .
golden_globe_awards.csv,which actors were nominated for best performance by an actress in a motion picture - musical or comedy from 2003 to 2020 ?
golden_globe_awards.csv,list all nominees for best performance by an actress in a motion picture - musical or comedy from 2003 to 2020
golden_globe_awards.csv,"could you name the actors who are nominated for best performance by an actress in a motion picture , either musical or comedy , between 2003 and 2020 ?"
golden_globe_awards.csv,"compose a list of all nominated actors by name for best performance by an actress in a motion picture , musical or comedy from 2003 to 2020 ."
golden_globe_awards.csv,state the names of the actors that were nominated for the best performance by an actress in a motion picture - comedy or musical from the years 2003 up to 2020 .
golden_globe_awards.csv,"starting in 2003 and ending in 2020 , provide the names of the actors nominated for best performance by an actress in a motion picture - musical or comedy ."
golden_globe_awards.csv,tell me all of the names of actors that have been nominated for best performance by an actress in a motion picture - musical or comedy from 2003 to 2020 .
golden_globe_awards.csv,what actors were nominated for best performance by an actress in a motion picture - musical or comedy - between 2003 and 2020 ?
golden_globe_awards.csv,what are the names of all the actors nominated for best performance by an actress in a motion picture - musical or comedy from the years 2003 to 2020 ?
golden_globe_awards.csv,please write the names of every actor that was nominated for best performance by an actress in a motion picture - musical or comedy from the years 2003 to 2020 .
golden_globe_awards.csv,i need a list of names of all the actors that were nominated for best performance by an actress in a motion picture - musical or comedy from the years of 2003 to 2020 .
golden_globe_awards.csv,can i have a list of all the actresses nominated for best performance by an actress in a motion picture - musical or comedy from 2003 to 2020 ?
golden_globe_awards.csv,i want to know the names of all the best performance by an actress in a motion picture -musical or comedy nominees from 2003 to 2020
golden_globe_awards.csv,"retrieve the list of names of all the actors nominated for best performance by an actress in a motion picture , musical , or comedy from 2003 -2020 ."
golden_globe_awards.csv,i would like to know which actresses from 2003 until 2020 were nominated for the best actress award in a musical or comedy motion picture .
golden_globe_awards.csv,where did the winners come from in the 60th ceremony ?
golden_globe_awards.csv,what locations were represented by the winners at the 60th ceremony ?
golden_globe_awards.csv,indicate the country of origin for each actor who won an award in the 60th ceremony .
golden_globe_awards.csv,from what location did the winners of the 60th ceremony come from ?
golden_globe_awards.csv,"in the sixtieth ceremony , where were all of the winners from ?"
golden_globe_awards.csv,tell me where the 60th cermony winners came from .
golden_globe_awards.csv,wherein did the winners come from in the sixtieth ceremony ?
golden_globe_awards.csv,tell me where all the winners came from in the 60th ceremony .
golden_globe_awards.csv,list all of the winners from the 60th ceremony along with where they come from .
golden_globe_awards.csv,tell me where each of the winners from the 60th ceremony came from .
golden_globe_awards.csv,in the 60th ceremony were did the winners come from ?
golden_globe_awards.csv,can you tell me where did the winners come from in the 60th ceremony ?
golden_globe_awards.csv,tell me the geographic origins of all the winners in the 60th ceremony .
googleplaystore.csv,what is the range of the ratings that paid business apps received ?
googleplaystore.csv,tell me the range of ratings for paid business apps .
googleplaystore.csv,could you let me know the range of the ratings that paid business apps received ?
googleplaystore.csv,provide the ranking range of paid business apps
googleplaystore.csv,how big is the range of ratings that paid business apps have recieved ?
googleplaystore.csv,can you tell me the range of ratings for paid business apps ?
googleplaystore.csv,can you tell me all paid business apps range of ratings ?
googleplaystore.csv,"of the paid business apps , what is the range of their ratings ?"
googleplaystore.csv,what is variation between upper and lower ranking for the paid business app ?
googleplaystore.csv,tell me the range of the ratings that paid business apps received .
googleplaystore.csv,show me the highest and lowest ratings that paid business apps have gotten .
googleplaystore.csv,can you give me the range of the ratings that paid business apps got ?
googleplaystore.csv,can you tell me the array of ratings that paid business apps have been given ?
googleplaystore.csv,write down the score interval of paid business apps .
googleplaystore.csv,record the score intervals of paid business apps
googleplaystore.csv,copy down the score range of paid business apps .
googleplaystore.csv,make record of the score interval of paid business apps .
googleplaystore.csv,please list the score interval of paid business apps .
googleplaystore.csv,find the paid business apps and write down their score intervals .
googleplaystore.csv,enscribe the score frequency of paid business apps
googleplaystore.csv,look for the score interval in paid business applications and write that down .
googleplaystore.csv,list paid business apps score intervals
googleplaystore.csv,show me the score interval of paid business apps
googleplaystore.csv,what is the score interval for paid business apps ?
googleplaystore.csv,what is the score interval of paid business apps ?
googleplaystore.csv,can you show me the score interval of paid business apps
googleplaystore.csv,what is the score interval of all paid business apps ?
googleplaystore.csv,provide the score interval for business apps that are not free
Suicide.csv,what is the range of the suicide rates in 1987 ?
Suicide.csv,in 1987 what was the range of suicide rates ?
Suicide.csv,show me the range of suicide rates in 1987 .
Suicide.csv,list the range of the rates of suicide in 1987 .
Suicide.csv,"in 1987 , can you find the range of suicide rates ?"
Suicide.csv,"in 1987 , what was the range with respect to suicide rates ?"
Suicide.csv,the range of the suicide rates in 1987 are ?
Suicide.csv,take all the suicide rates in the year 1987 and calculate the range .
Suicide.csv,tell me the range of the suicide rates in 1987 .
Suicide.csv,"in the year of 1987 , what were the maximum and minimum suicide rates ?"
Suicide.csv,how large is the range of 1987 suicide rates ?
Suicide.csv,"in 1987 , what is the distribution of suicide rates ?"
Suicide.csv,show me the difference between the highest and lowest suicide rates in 1987
Suicide.csv,what were the maximum and minimum rates of suicide in 1987
Suicide.csv,describe the range of suicide rates in 1987 .
Suicide.csv,report the highest and lowest suicide rates for the year 1987
googleplaystore.csv,what is the bound for the ratings of teen apps ?
googleplaystore.csv,find the bound of ratings for teen apps .
googleplaystore.csv,show me the bound for the ratings of the teen apps .
googleplaystore.csv,what is the bound when rating teen apps ?
googleplaystore.csv,what range indicates ratings for teen apps ?
googleplaystore.csv,tell me what the bound is for the ratings of apps for teens .
googleplaystore.csv,"for teen apps , what is the range of ratings ?"
googleplaystore.csv,can you tell me the bound for ratings of teen apps ?
googleplaystore.csv,what are the bounds for ratings of teen apps ?
googleplaystore.csv,how can we find the bound for the ratings of apps used by teens ?
googleplaystore.csv,please provide the bound for the ratings of teen apps .
googleplaystore.csv,"when rating teen apps , what limits are used in the rating system ?"
googleplaystore.csv,tell me what the bound for the rating of apps for teenagers .
googleplaystore.csv,how are the ratings of teen apps done ?
googleplaystore.csv,retrieve the bound for the ratings of teen apps .
googleplaystore.csv,"re guarding the ratings for teen apps , what is the bound"
googleplaystore.csv,what is the size range of apps that support android version lower than 3.0 ?
googleplaystore.csv,"when taking android 3.0 or lower in to consideration , what is the size range of apps it 's capable of supporting ?"
googleplaystore.csv,"for apps that support android version lower than 3.0 , determine their size ranges ."
googleplaystore.csv,how big is the range of apps that support a version of android lower than 3.0 ?
googleplaystore.csv,show a size range of apps that support versions of andriod lower than 3.0 .
googleplaystore.csv,tell me the range in size of apps that support versions of android that are lower that 3.0 .
googleplaystore.csv,provide the size range of apps supporting android versions lower than 3.0 .
googleplaystore.csv,can you tell me the size range of apps that support android version lower than 3.0 ?
googleplaystore.csv,find the size range of apps that support android version lower than 3.0 ?
googleplaystore.csv,"for android versions lower than 3.0 , what is the size range of apps ?"
googleplaystore.csv,"for any apps supporting adroid 3.0 or lower , what is the size range ?"
googleplaystore.csv,"tell me the size range of of apps that support android version lower than 3.0 ,"
googleplaystore.csv,show me the apps that android versions lower than 3.0 support and the size range of the apps .
googleplaystore.csv,how many apps support android version lower than 3.0 ?
googleplaystore.csv,what are the size range of apps for android versions lower than 3.0
googleplaystore.csv,how large are the different apps that support below android 3.0 ?
population.csv,what is the overall range of the black population in all california counties ?
population.csv,look up the overall range of the black population in all california counties .
population.csv,"in all california counties , tell me the overall range of the black population ."
population.csv,show me the overall range of the black population in all california counties .
population.csv,tell me the overall range of the black population in all california counties .
population.csv,please give the range of the black population in all the counties in california .
population.csv,"for all counties in california , what is the entire range of the black population ?"
population.csv,"of all counties in california , what is the total range of black populations ?"
population.csv,california counties have what range of the black population
population.csv,"amongst california counties , what is the overall range with respect to the black population ?"
population.csv,what is the black population distribution across california counties .
population.csv,what is the lowest and highest percentage of the black population found in all california counties ?
population.csv,can you tell me percent of the black population in all california counties ?
population.csv,has the overall range of black population in california counties been established ?
golden_globe_awards.csv,show the nominations received by actor diane lane in 1993 .
golden_globe_awards.csv,i would like to see a list of all the nominations actor diane lane received in 1993 .
golden_globe_awards.csv,"for the year 1993 , please show actor diane lane 's nominations ."
golden_globe_awards.csv,i would like to see the nominations received by actor diane lane in 1993 .
golden_globe_awards.csv,can i see the nominations received by actor diane lane in 1993
golden_globe_awards.csv,display the amount of nominations received by diane lane in 1993
golden_globe_awards.csv,"in 1993 , what was actress diane lane nominated for ?"
golden_globe_awards.csv,show actor diane lane 's nominations received in 1993
golden_globe_awards.csv,can you show me all the nominations that actress diane lane received in 1993 ?
golden_globe_awards.csv,provide a list of the nominations given in 1993 to diane lane
golden_globe_awards.csv,what are the 1993 's nominations received by actor diane lane ?
golden_globe_awards.csv,could you select the nominations received by star diane lane in 1993 ?
golden_globe_awards.csv,what nominations did diane lane recieve in 1993 ?
golden_globe_awards.csv,list all the actors who were over 60 years old and won awards in 1997 .
golden_globe_awards.csv,make a list of all of the award winning actors in 1997 who were over 60 years old .
golden_globe_awards.csv,which actors won awards in 1997 that were over 60 years old ?
golden_globe_awards.csv,provide a list of actors over the age of 60 who won awards in the year 1997 .
golden_globe_awards.csv,which actors who won awards in 1997 were over 60 years old ?
golden_globe_awards.csv,show me a list of all actors over the age of 60 that won awards in 1997 .
golden_globe_awards.csv,show me the list of actors above 60 years old which have won awards in 1997 .
golden_globe_awards.csv,identify every actor that won awards in 1997 who were also over 60 years old .
golden_globe_awards.csv,"for the year 1997 , please list all actors aged over 60 who won awards ."
golden_globe_awards.csv,provide all of the actors above the age of 60 who also won awards in 1997
golden_globe_awards.csv,tell me all the actors that were older than 60 when they won an award in 1997
golden_globe_awards.csv,what is the list of all actors over 60 that won awards in 1997 .
golden_globe_awards.csv,which actors are over 60 yearsoldand have won awards in 1997
golden_globe_awards.csv,"in 1997 , which actors won awards that were over 60 years old ?"
golden_globe_awards.csv,show me the actors -aged 60 and over - who won awards in 1997 ?
schools.csv,indicate the names of schools in geita .
schools.csv,what are the names of all of the schools in geita ?
schools.csv,list the schools in geita .
schools.csv,what are the names of the schools in geita ?
schools.csv,can you list the names of schools in geita ?
schools.csv,what are the names of schools in geita ?
schools.csv,what are the names of the schools in the region of geita ?
schools.csv,can you provide a list of school names in geita ?
schools.csv,name the schools in geita .
schools.csv,list the name of each school within geita .
schools.csv,what are the the school names in geita ?
schools.csv,what are the names of geita schools ?
schools.csv,what are geita school names ?
schools.csv,list the schools located in geita by name .
schools.csv,demonstrate the names of schools in geita .
schools.csv,write the names of schools in geita .
schools.csv,which schools in geita have a pass rate between 98 and 100 ?
schools.csv,"in geita , which schools have a pass rate between 98 -100 ?"
schools.csv,list the schools in geita with a pass rate of 98 -100 .
schools.csv,can you name all schools in geita that have a pass rate between 98 and 100 ?
schools.csv,what are the names of schools in geita that have a pass rate between 98 and 100 ?
schools.csv,identify any schools in geita with a pass rate between 98 and 100 .
