Dataset Name,Question
googleplaystore.csv,"can you show me the latent groups of the gaming apps , according to the number of reviews ?"
googleplaystore.csv,"according to the number of reviews of the gaming app , what are the latent groups ?"
googleplaystore.csv,sort the latent groups by the amount of reviews among the gaming apps .
googleplaystore.csv,can you tell me the latent groups according to the number of reviews of the gaming apps ?
googleplaystore.csv,can you show me the latent groups that coincide with the amount of reviews of these gaming apps ?
googleplaystore.csv,identify any groups that emerge considering the number of reviews for the given gaming apps .
googleplaystore.csv,locate the groups that are latent according to the number of reviews of the gaming apps .
googleplaystore.csv,"choosing based on the number of reviews , show me the laten groups for the gaming apps ."
HFS.csv,are there any groups among the hospitals in arusha ?
HFS.csv,"in arusha hospitals , are there any groups among them ?"
HFS.csv,"in the city of arusha , do the hospitals possess any groups ."
HFS.csv,"in arusha , do the hospitals have any groups ?"
HFS.csv,find out the number of groups in the hospitals in arusha .
HFS.csv,do the hospitals in arusha contain any groups ?
HFS.csv,"in arusha , is there groups among the hospitals ?"
HFS.csv,"in the arusha hospitals , can you find any groups ?"
HFS.csv,show me if there 's groups at hospitals in arusha .
HFS.csv,within the hospitals in arusha are there any groups ?
HFS.csv,"regarding arusha’s hospitals , are there any groups existing ?"
HFS.csv,which groups are there among the hospitals in arusha ?
HFS.csv,can you tell me if any groups are among the hospitals in arusha ?
Suicide.csv,find all the groups of countries with similar gdp in the last 20 years .
Suicide.csv,search for all the groups of countries that may have similar gdp in the last 20 years .
Suicide.csv,show me groups of countries where we can find similar gdp in the last 20 years
Suicide.csv,identify any groups of countries that have had a similar gdp over the past 20 years .
Suicide.csv,please group together all countries with similar gdp 's over the last 20 years
Suicide.csv,retrieve all the groups of countries with similar gdp from the last 20 years .
Suicide.csv,show me all the groups of countries with similar gdp in the last 20 years .
Suicide.csv,list the groups of countries with similar gdp over the past 20 years
Suicide.csv,identify all countries in groups which have had a similar gdp in the past 20 years .
Suicide.csv,look through the last 20 years and locate every group of countries with comparable gdp .
Suicide.csv,which countries have similar gdp rates in the last 20 years ?
Suicide.csv,list country groupings that have had coinciding gdp over the past 20 years .
Suicide.csv,list the total country groups in the previous two decades that possess similar gdps
Suicide.csv,list all the countries with similar gdp in the last two decades .
Suicide.csv,show the all groups of countries with similar gdp in the last 20years
Suicide.csv,list the country groups from the last 20 years with similar gdps .
Suicide.csv,name every group of countries over the last two decades with comparable gdp .
