Dataset Name,Question
grade-records.csv,how many a 's were earned in this exam by the students ?
grade-records.csv,what is the number of a scores on the exam ?
grade-records.csv,the number of students who got an a on this exam is ?
grade-records.csv,"what was the amount of "" a "" grades on this test ?"
grade-records.csv,tell me the number of students that scored an a .
sub-est2002-01.csv,how large is the housing area that may be obtained by each individual in california ?
sub-est2002-01.csv,show me the largest housing area that may be obtained by each person in california .
sub-est2002-01.csv,what is the size of the housing area that each individual in california may obtain ?
sub-est2002-01.csv,"in california , how large of a housing area may be obtained by each individual ?"
sub-est2002-01.csv,how big is the housing area obtained by each individual in california ?
sub-est2002-01.csv,what is the size of the housing area for each individual in california ?
sub-est2002-01.csv,"in the state of california , what is the most square footage of housing that each individual may have ?"
sub-est2002-01.csv,in california what size of housing area can be obtained by each person ?
sub-est2002-01.csv,"in california , what is the largest housing area an individual may obtain ?"
sub-est2002-01.csv,what is the housing area limit per person in california ?
sub-est2002-01.csv,"in california , what is the largest housing area that may be obtained by each person ?"
sub-est2002-01.csv,"in california , how big of a housing area can you obtain as an individual ?"
sub-est2002-01.csv,"in california , what the largest housing area an individual may obtain ?"
sub-est2002-01.csv,how large of a housing area can someone obtain in california ?
sub-est2002-01.csv,each californian may have how big of a housing area ?
World Happiness Report 2015.csv,what is the average gdp of the countries in western europe ?
World Happiness Report 2015.csv,tell me the average gdp of countries in western europe .
World Happiness Report 2015.csv,provide the average gdp of the countries in western europe .
World Happiness Report 2015.csv,give me the averge gdp of the western european countries .
World Happiness Report 2015.csv,tell me the average gdp of the nations comprising western europe ?
World Happiness Report 2015.csv,show me the average gdp of western european countries .
World Happiness Report 2015.csv,western european countries have what average gdp ?
World Happiness Report 2015.csv,"in western europe , tell me the the average gdp of all of the countries ?"
World Happiness Report 2015.csv,"in western europe , what is the average gdp ?"
World Happiness Report 2015.csv,can you show me the countries of western europe 's average gdp ?
World Happiness Report 2015.csv,what is the average gdp of western europe ?
World Happiness Report 2015.csv,"looking at western europe , what is the average gdp ?"
World Happiness Report 2015.csv,let me know the average gdp of the western european countries .
google_books_dataset.csv,"on average , how long are the books published by dark horse comics ?"
google_books_dataset.csv,what is the mean length of books published by dark horse comics ?
google_books_dataset.csv,"in regards to books published by dark horse comics , can you tell me how long their books are on average ?"
google_books_dataset.csv,what is the average length of books published by dark horse comics ?
google_books_dataset.csv,"of the books that dark horse comics publish , how long are they on average ?"
google_books_dataset.csv,what do you think the average length of books published by dark horse comics ?
google_books_dataset.csv,what is the average length of the books published by dark horse comics ?
google_books_dataset.csv,"give me an average length , say , of the books that dark horse comics publishes ?"
google_books_dataset.csv,"of the books published by dark horse comics , what is the average length ?"
google_books_dataset.csv,what 's the typical length of books that are dark horse comics publications ?
google_books_dataset.csv,can you tell me the length of books published by dark horse comics on average ?
google_books_dataset.csv,what is the average length of books that are published by dark horse comics ?
google_books_dataset.csv,what is the average number of pages of books published by dark horse comics ?
google_books_dataset.csv,"books published by dark horse comics are what length , on average ?"
googleplaystore.csv,determine the mean rating of apps under the art & design category .
googleplaystore.csv,what is the average rating of the apps in the art & design category .
googleplaystore.csv,find the mean rating of apps under the art & design category .
googleplaystore.csv,what is the average rating of all art & design apps ?
googleplaystore.csv,determine the average rating of apps in the art & design category .
googleplaystore.csv,calculate the mean rating of apps in the art & design category .
googleplaystore.csv,tell me the average rating of apps in the category art and design .
googleplaystore.csv,"under the art & design category , what is the mean rating of apps ?"
googleplaystore.csv,can you determine the mean rating of apps under the art & design category ?
googleplaystore.csv,what is the mean rating of apps in art & design
googleplaystore.csv,can you tell me the mean rating of apps under the art & design category ?
googleplaystore.csv,calculate the mean rating of apps in the art and design category
googleplaystore.csv,decide the average ratings of apps under the art & design category .
googleplaystore.csv,find the average rating of the applications focused on art & design
googleplaystore.csv,"in the art & design category , what is the mean apps rating ?"
googleplaystore.csv,obtain the mean rating of apps found under category title art & design .
googleplaystore.csv,what is the average rating of the art & design category of apps ?
student-mat.csv,how many students have mothers who work at home ?
student-mat.csv,can you tell me the number of students with moms who work from home ?
student-mat.csv,tell me the number of students whose mothers work at home
student-mat.csv,can you tell me the number of student that have moms who work from home ?
student-mat.csv,tell me the number of students that have mothers working from home .
student-mat.csv,what is the number of students who have work at home mothers ?
student-mat.csv,list the number of students with mothers that work at home .
student-mat.csv,what are the amount of students who mothers work from home ?
student-mat.csv,what is the number of students that have work at home mothers .
student-mat.csv,identify the number of students that have work from home mothers .
student-mat.csv,what is the number of students who have mothers who work at home ?
student-mat.csv,show me the number of students with work -at -home moms .
student-mat.csv,"of the students , how many of their mothers work at home ?"
student-mat.csv,"amongst all of the students , how many of them have mothers that work from home ?"
student-mat.csv,show me the number of students who have mothers who work at home
student-mat.csv,count the students who have work at home mothers .
student-mat.csv,what is the number of students who have stay -at -home moms ?
student-mat.csv,number of students with work at home mothers
list-of-top-100-tallest-buildings.csv,how many tall buildings are there in hong kong compared with taiwan ?
list-of-top-100-tallest-buildings.csv,"compared to taiwan , how many tall buildings are there in hong kong ?"
list-of-top-100-tallest-buildings.csv,provide me with a comparison of the number of tall buildings in hong kong and taiwan .
list-of-top-100-tallest-buildings.csv,"compared with taiwan , hong kong has how many tall buildings ?"
list-of-top-100-tallest-buildings.csv,compare the number of tall buildings in hong kong with taiwan .
list-of-top-100-tallest-buildings.csv,"as compared to taiwan , how many tall buildings are there in hong kong ?"
list-of-top-100-tallest-buildings.csv,"compared to taiwan , how many tall buildings are located in hong kong ?"
list-of-top-100-tallest-buildings.csv,"comparing hong kong with taiwan , how many tall buildings are there ?"
list-of-top-100-tallest-buildings.csv,hong kong has how many tall buildings compared to taiwan ?
list-of-top-100-tallest-buildings.csv,can you compare the number of tall buildings in hong kong with those in taiwan ?
list-of-top-100-tallest-buildings.csv,tell me the number of buildings there are in hong kong compared to taiwan .
list-of-top-100-tallest-buildings.csv,"when looking at the number of tall buildings in each city , how does hong kong compare to taiwan ?"
list-of-top-100-tallest-buildings.csv,what is the number of tall buildings are there in hong kong compared with taiwan ?
list-of-top-100-tallest-buildings.csv,please compare the amount of tall buildings between taiwan and hong kong ?
list-of-top-100-tallest-buildings.csv,"please look up the respective number of high -rise buildings in both hong kong and taiwan , and tell me how the results compare ."
european-gdp-and-containerized-tra-2.csv,calculate the average gdp in eastern europe .
european-gdp-and-containerized-tra-2.csv,what is the average gdp in eastern europe ?
european-gdp-and-containerized-tra-2.csv,find the average gdp in east europe .
european-gdp-and-containerized-tra-2.csv,"in eastern europe , what is the average gdp ?"
european-gdp-and-containerized-tra-2.csv,determine the average gdp for the eastern europe
european-gdp-and-containerized-tra-2.csv,"in eastern europe , what’s the calculated average gdp ?"
european-gdp-and-containerized-tra-2.csv,find and report the average gdp in eastern europe .
european-gdp-and-containerized-tra-2.csv,can you give me the average gdp of countries in eastern europe ?
european-gdp-and-containerized-tra-2.csv,figure out the average gdp in eastern europe .
european-gdp-and-containerized-tra-2.csv,the average gdp in eastern europe is what ?
european-gdp-and-containerized-tra-2.csv,please account the average gdp in eastern europe !
european-gdp-and-containerized-tra-2.csv,what is eastern europe 's average gdp ?
european-gdp-and-containerized-tra-2.csv,work out the mean gdp in eastern europe .
european-gdp-and-containerized-tra-2.csv,"focus on eastern europe , and provide me with the average gdp ."
european-gdp-and-containerized-tra-2.csv,eastern europe has an average gdp of what ?
european-gdp-and-containerized-tra-2.csv,what is eastern europe 's gdp ?
european-gdp-and-containerized-tra-2.csv,work out the typical gdp in eastern european countries .
european-gdp-and-containerized-tra-2.csv,how much higher is the gpd in western europe than in eastern europe ?
european-gdp-and-containerized-tra-2.csv,"when comparing eastern and western europe , how much higher is western europe 's gross domestic profit ?"
european-gdp-and-containerized-tra-2.csv,the gpd in western europe is how much greater than in eastern europe ?
european-gdp-and-containerized-tra-2.csv,"compared to eastern europe , how much higher is the gdp in western europe ?"
european-gdp-and-containerized-tra-2.csv,"compared to eastern europe , how much higher is the gpd in western europe ?"
european-gdp-and-containerized-tra-2.csv,"compared to eastern europe , how much higher ti the gdp in western europe ?"
european-gdp-and-containerized-tra-2.csv,write how much larger is the gpd in western europe than in eastern europe
european-gdp-and-containerized-tra-2.csv,calculate the difference of the gdp in western europe versus eastern europe .
european-gdp-and-containerized-tra-2.csv,what is the difference between the gdp in western europe than in eastern europe ?
european-gdp-and-containerized-tra-2.csv,by how much is gpd higher in western europe compared with eastern europe ?
european-gdp-and-containerized-tra-2.csv,what is the average gdp in western europe in comparison with that of eastern europe ?
european-gdp-and-containerized-tra-2.csv,what is eastern europe 's gdp when compared with western europe ?
european-gdp-and-containerized-tra-2.csv,the gdp in western europe is how much greater than the gdp in eastern europe ?
JPvideos.csv,"what is the average number of comments in the videos published by "" eminemvevo "" ?"
JPvideos.csv,"show me the average number of comments in the videos published by "" eminemvevo"
JPvideos.csv,"figure out the average number of comments from the videos by "" eminemvevo "" ."
JPvideos.csv,"can you provide the average number of comments in the videos published by "" eminemvevo "" ?"
JPvideos.csv,"do you know what the average number of comments in the videos published by "" eminemvevo "" are ?"
JPvideos.csv,"show me average number of comments in "" eminemvevo "" published videos ."
JPvideos.csv,"average amount of comments on the videos released by "" eminemvevo "" ?"
JPvideos.csv,"on average , in the videos published by "" eminemvevo "" , how many comments are on the videos ?"
JPvideos.csv,"what is publisher "" eminemvevo "" 's mean average comment number ?"
JPvideos.csv,"tell me the average number of comments that the publisher "" eminemvevo "" gets on their videos ."
JPvideos.csv,"how much is the avarage number of comments in the videos published by "" eminemvevo "" ?"
JPvideos.csv,"in the videos by "" eminemvevo "" , what are the average number of comments made ?"
JPvideos.csv,"for the videos released by "" eminemvevo "" , work out the average number of comments received ."
JPvideos.csv,eminemvevo has an average of comments of what number ?
JPvideos.csv,how many videos were liked by more than 1 million users ?
JPvideos.csv,what are the number of videos that have been liked by over a million users ?
JPvideos.csv,what is the number of videos with more than 1 million likes ?
JPvideos.csv,tell me the number of videos that have been liked by more than 1 million users .
JPvideos.csv,quantify the number of videos liked by over 1 million users .
JPvideos.csv,provide me the number of videos that were liked by more than 1 million users .
JPvideos.csv,what amount of videos have been liked by over 1 million users ?
JPvideos.csv,can you tell me the number of videos that received more than 1 million likes ?
JPvideos.csv,what is the number of videos that were liked by more than 1 million users ?
JPvideos.csv,what is the number of videos with more than 1 million users ?
JPvideos.csv,how many videos have been liked by over 1 million users ?
JPvideos.csv,what 's the number of videos which over 1 million users pressed like on ?
JPvideos.csv,show me videos that were liked by more than 1 million users .
JPvideos.csv,how many videos have more than 1 million likes ?
JPvideos.csv,how many videos did more than 1 million consumers like ?
netflix_titles.csv,how many movies were released in 2017 ?
netflix_titles.csv,can you tell me the quantity of movies released in 2017
netflix_titles.csv,what 's the number of films released during 2017 ?
netflix_titles.csv,tell me the amount of movies released in 2017 .
netflix_titles.csv,what is the number of films which came out in 2017 ?
netflix_titles.csv,what was the total number of movies released in 2017 ?
netflix_titles.csv,what was the total number of movies that were preimered in the year 2017 ?
netflix_titles.csv,"in 2017 , how many movies came out ?"
netflix_titles.csv,tell me the number of movies that were released in 2017 .
netflix_titles.csv,determine the number of films released in 2017
netflix_titles.csv,please list the number of movies that were released in 2017 .
netflix_titles.csv,what is the quantity of movie releases from 2017 ?
netflix_titles.csv,retrieve the number of movies released in the year 2017 .
netflix_titles.csv,give me the numbers of movies that were released in 2017 .
netflix_titles.csv,can you tell me how many movies were released in 2017 ?
netflix_titles.csv,retrieve how many movies we released in 2017 .
Suicide.csv,compute the age median of suicides in albania from 1987 to 2020 .
Suicide.csv,tell me the median ages of suicide victims from albanian during 1987 to 2020 .
Suicide.csv,"what is the median age of suicide , in albania , from the years 1987 to 2020 ?"
Suicide.csv,what is the median age of suicides in albania between the years 1987 and 2020 ?
Suicide.csv,what is median age of suicides in albania from 1987 to 2020 ?
Suicide.csv,what is the age median of suicides in albania from 1987 to 2020 .
Suicide.csv,what is the median age of suicides from 1987 to 2020 in albania ?
Suicide.csv,give me the median age of suicides in albania from the year 1987 to 2020 .
Suicide.csv,find the median age of suicides in albania from 1987 to 2020 .
Suicide.csv,what was the average age of suicide in albania from 1987 to 2020 ?
Suicide.csv,what is the median age of persons who died of suicide in albania from 1987 to 2020 ?
Suicide.csv,find the age of median suicides in albania from 1987 to 2020 .
Suicide.csv,calculate the age median of all suicides in albania from the years 1987 to 2020 .
Suicide.csv,count the age median of suicides in albana from 1987 to 2020 ?
Suicide.csv,are males likely to die by suicide than females in albania ?
Suicide.csv,is there a higher likelihood for males in albania to die of suicide compared to females ?
Suicide.csv,are men more likely than women to die by suicide in albania ?
Suicide.csv,"in albania , do males have a higher suicide rate than females ?"
Suicide.csv,"who is more likely to die by suicide in albana , males or females ?"
Suicide.csv,are suicides more likely committed by males than females in albania ?
Suicide.csv,"who is more likely to die by suicide in albania , males or females ?"
Suicide.csv,which gender is more likely to die by suicide in albania ?
Suicide.csv,"concerning suicide in albania , are males more likely to die than females ?"
Suicide.csv,are males more likely to commit suicide in albania ?
Suicide.csv,in albania are males or females more likely to commit suicide ?
Undergraduate_Postgraduate.csv,what is the percentage of undergraduate students in all countries in 2001 ?
Undergraduate_Postgraduate.csv,in 2001 what was the percentage of undergraduate students in all countries ?
Undergraduate_Postgraduate.csv,"in 2001 , what was the percentage of undergrad students in all countries ?"
Undergraduate_Postgraduate.csv,what was the percentage of undergraduate in all countries in 2001 ?
Undergraduate_Postgraduate.csv,"in 2001 , what is the percent rate of undergraduate students from all countries ?"
Undergraduate_Postgraduate.csv,please tell me the percentage of undergraduate students in all countries in 2001
Undergraduate_Postgraduate.csv,in 2001 what percentage of undergraduate students were there in all countries ?
Undergraduate_Postgraduate.csv,show me the percentage of undergrad students worldwide in 2001 .
Undergraduate_Postgraduate.csv,give the percentage of all countries undergraduate students in 2001 .
Undergraduate_Postgraduate.csv,"in all the countries , what percent of undergraduate students were there in 2001 ."
Undergraduate_Postgraduate.csv,in 2001 what is the global percentage of undergraduate students ?
Undergraduate_Postgraduate.csv,"worldwide in 2001 , what percentage of students were undergraduate students ?"
Undergraduate_Postgraduate.csv,can you determine the percentage of undergradute students in all countries in 2001 ?
Undergraduate_Postgraduate.csv,in 2001 what is the ratio of undergraduate students in all countries ?
Undergraduate_Postgraduate.csv,"for all countries , what is the percentage of undergraduate students for 2001 ?"
Undergraduate_Postgraduate.csv,describe as a percentile the number of undergraduate students in all countries in the year 2001 .
Undergraduate_Postgraduate.csv,what is the percentage of all students in 2001 that were undergraduates ?
Undergraduate_Postgraduate.csv,"counting all of the countries in the world , can you tell me the percent of college graduates in the year 2001 ."
Undergraduate_Postgraduate.csv,how many undergraduate students were there from 2000 to 2018 ?
Undergraduate_Postgraduate.csv,please determine the number of undergraduate students between 2000 to 2018 .
Undergraduate_Postgraduate.csv,from 2000 to 2018 howm many undergraduate students were there ?
Undergraduate_Postgraduate.csv,show me the number of undergrad students between 2000 and 2018 .
Undergraduate_Postgraduate.csv,determine the number of undergraduate students there were from 2000 to 2018 .
Undergraduate_Postgraduate.csv,"between 2000 and 2018 , how many undergraduate students were there ?"
Undergraduate_Postgraduate.csv,"between 2000 and 2018 , what was the number of undergraduate students ?"
Undergraduate_Postgraduate.csv,what is the number of undergraduate students there between 2000 and 2018 ?
Undergraduate_Postgraduate.csv,find the number of undergraduate students from 2000 to 2018 .
Undergraduate_Postgraduate.csv,between the years of 2000 and 2018 how many undergraduate students were there ?
Undergraduate_Postgraduate.csv,what was the number of undergraduates students that attended school from the years 2000 to 2018 ?
Undergraduate_Postgraduate.csv,"from 2000 to 2018 , what was the number of undergraduate students ?"
Undergraduate_Postgraduate.csv,"between 2000 and 2018 , count the number of college students studying for their undergraduate degree ."
Undergraduate_Postgraduate.csv,"show me from the years 2000 to 2018 , how many undergraduate students were there ?"
Undergraduate_Postgraduate.csv,can we determine the number of undergraduate students who were there between 2000 and 2018 ?
International football results from 1872 to 2019.csv,what is the average number of goals of home teams in matches held before 2000 ?
International football results from 1872 to 2019.csv,show how many goals home teams had on average in matches held before 2000 ?
International football results from 1872 to 2019.csv,can you show me the average number of goals of home teams in matches held before 2000 ?
International football results from 1872 to 2019.csv,show me the average number of goals from matches held before 2000 for home teams only .
International football results from 1872 to 2019.csv,"for home team matches before 2000 , what is the average number of goals ?"
International football results from 1872 to 2019.csv,show me what the average goals were for home teams in matches prior to 2000 .
International football results from 1872 to 2019.csv,in matches held before 2000 what is the average number of goals for home team matches ?
International football results from 1872 to 2019.csv,"in matches before the year 2000 , what is the average goal count of goals of home teams ?"
International football results from 1872 to 2019.csv,in matches held before 2000 what is the average number of goals for the home team ?
International football results from 1872 to 2019.csv,determine the average number of goals of home teams in matches held prior to 2000 .
International football results from 1872 to 2019.csv,"in matches before the year 2000 , what 's the average number of home team goals ?"
International football results from 1872 to 2019.csv,identify the average number of home team goals in matches held before 2000 .
International football results from 1872 to 2019.csv,can you tell me the mean number of goals for home teams in all matches played before the year 2000 ?
International football results from 1872 to 2019.csv,"previous to 2000 , home teams have what average of goals in matches ?"
International football results from 1872 to 2019.csv,"in all matches held before the year 2000 , what was the average number of goals of home teams ?"
International football results from 1872 to 2019.csv,"give me the mean goal totals from home teams , in games before the year 2000 ."
International football results from 1872 to 2019.csv,"before the year 2000 , how many goals did home teams average per match ?"
International football results from 1872 to 2019.csv,"in matches played before the year 2000 , home teams averaged how many goals ?"
life-expectancy-by-state.csv,i want to know the variance of income in european countries .
life-expectancy-by-state.csv,tell me the variance of income of the countries in europe .
life-expectancy-by-state.csv,"among the european countries , identify the variance in income ."
life-expectancy-by-state.csv,what is the variance income of european countries ?
life-expectancy-by-state.csv,what is the income variance for european countries ?
life-expectancy-by-state.csv,"can you tell me the variance , among european countries , of income ?"
life-expectancy-by-state.csv,please let me know the variance of income in european countries .
life-expectancy-by-state.csv,"in european countries , what is the variance of income ?"
life-expectancy-by-state.csv,what is the income variance in european countries ?
life-expectancy-by-state.csv,i am curious about the variance of income in the countries in europe
grade-records.csv,is the average score of class 1 better than that in class 5 in the final exam ?
grade-records.csv,was the average score of the final exam of class 1 higher than that of class 5 ?
grade-records.csv,tell me if class 1 has average score better than class 5 in the final exam ?
grade-records.csv,did class 1 have a better average score than class 5 in the final exam ?
grade-records.csv,"in the final exam , did class 1 have a better average score than class 5 ?"
grade-records.csv,on the final exam was the average score of class 1 better than class 5 's ?
grade-records.csv,is the average score on the final exam better in class 1 than in class 5 ?
grade-records.csv,"regarding the final exam , did the average score of class 1 beat that of class 5 ?"
grade-records.csv,"which class has the better average score on the final exam , class 1 or class 5 ?"
grade-records.csv,what 's the average score of class 1 compared to class 5 in the final exam ?
grade-records.csv,"with regards to the final exam , is it the case that class 5 had a worse average score than class 1 ?"
grade-records.csv,"who had a higher average score in the final exam , class 1 or class 5 ?"
grade-records.csv,"which average score is better in the final exam , class 1 or class 5 ?"
grade-records.csv,"which class had a higher average on the final exam , class 1 or class 5 ?"
grade-records.csv,"is the average in the final exam , of class 5 worse than class 1 ?"
grade-records.csv,"which class had a higher average score on the final exam , class 1 or class 5 ?"
grade-records.csv,i would like to know if the average score of class 1 is better than that in class 5 in the last exam .
grade-records.csv,after the final exam is the mean results better in class 1 than class 5 ?
life-expectancy-by-state.csv,i am hungry to know the average size of the territories of the states in the us .
life-expectancy-by-state.csv,the average size of the territories of the states within the united states is something i would like to know .
life-expectancy-by-state.csv,"out of the states of the us , i really want to know the average size of the territories ?"
life-expectancy-by-state.csv,i am very curious about the average size of a state in the u .s . .
life-expectancy-by-state.csv,i would like to know the average size of the territories of the states in the us .
life-expectancy-by-state.csv,what is the average size of us territories ?
life-expectancy-by-state.csv,what are the average size of the territories of the states in the u .s .
life-expectancy-by-state.csv,what is the average size of territories in the united states ?
life-expectancy-by-state.csv,what is the average size of the territories of the states in the us ?
life-expectancy-by-state.csv,in the united states what is the average size of the territories of the states ?
life-expectancy-by-state.csv,i really want to know the average size of a state in the united states .
life-expectancy-by-state.csv,what are all the territories of the us states average sizes ?
life-expectancy-by-state.csv,what is the average size of the united states territories ?
life-expectancy-by-state.csv,what is the average size of all the states in the united states ?
life-expectancy-by-state.csv,what is the average size of states in the us
life-expectancy-by-state.csv,i would like to ask how many states are under the eastern standard time zone .
life-expectancy-by-state.csv,how many states are under the eastern standard time zone ?
life-expectancy-by-state.csv,how many states are part of the eastern standard time zone ?
life-expectancy-by-state.csv,how many states are there in the eastern time zone ?
life-expectancy-by-state.csv,how many states are in the eastern standard time zone ?
life-expectancy-by-state.csv,how many states fall under the eastern standard time zone ?
life-expectancy-by-state.csv,"out of the 50 states , how many states are in the eastern standard time zone ?"
life-expectancy-by-state.csv,what is the number of states that follow the eastern standard time zone ?
life-expectancy-by-state.csv,tell me how many states are in the eastern standard time zone .
life-expectancy-by-state.csv,please tell me the number of states that are in the eastern standars time zone .
life-expectancy-by-state.csv,please tell me how many states are under the eastern standard time zone ?
life-expectancy-by-state.csv,i am looking to find the number of states that are located in the eastern standard time zone
life-expectancy-by-state.csv,"under the eastern standard time zone how many states are under , can you please tell me ?"
life-expectancy-by-state.csv,how many total states use eastern standard time ?
life-expectancy-by-state.csv,which states are in the eastern standard time zone ?
life-expectancy-by-state.csv,how many states use eastern standard time ?
life-expectancy-by-state.csv,can i find out how many states are under the eastern standard time zone
life-expectancy-by-state.csv,which states us eastern standard as their time zone ?
life-expectancy-by-state.csv,let me ask a question . what is the variance of the average income in european countries ?
life-expectancy-by-state.csv,do you know the variance of the average income when it comes to european countries ?
life-expectancy-by-state.csv,"for european countries , what is the variance of the average income ?"
life-expectancy-by-state.csv,"when looking at the average income in european countries , what is the variance ?"
life-expectancy-by-state.csv,show me the variance of the average income in european countries .
life-expectancy-by-state.csv,"in european countries , how large is the variance in average income ?"
life-expectancy-by-state.csv,in european countries may i ask the variance of the average income /
life-expectancy-by-state.csv,what is the difference in the mean income between european countries ?
life-expectancy-by-state.csv,may i ask the variance of the average income among all the countries in europe ?
life-expectancy-by-state.csv,what are the differences in people 's average income within european countries ?
life-expectancy-by-state.csv,can you tell me the variance of the average income in european countries ?
life-expectancy-by-state.csv,in european countries how varied is the average income ?
life-expectancy-by-state.csv,tell me the average variance average income in european countries .
life-expectancy-by-state.csv,does anyone know the average income in the european countries and their variance ?
life-expectancy-by-state.csv,can you tell me how european countries vary in average income ?
grade-records.csv,do you know the median score of all students in cw1 ?
grade-records.csv,what is the median score of all the cw1 students ?
grade-records.csv,what was the median score of all the students in cw1 ?
grade-records.csv,what is the median score of all students in cw1 ?
grade-records.csv,what is the median score of all the students in cw1 ?
grade-records.csv,what is the median score of the students in cw1 ?
grade-records.csv,what is the median score of the students at cw1 ?
grade-records.csv,"in cw1 , what is the median score of all the students ?"
grade-records.csv,what is the median score for all of the students in cw1 ?
grade-records.csv,can you tell me the median score of the cw1 class ?
grade-records.csv,what was the median score of cw1 students ?
grade-records.csv,can you tell me the median score of all students in cw1 ?
grade-records.csv,the median score of all students in cw1 is what number ?
grade-records.csv,"of all students in cw1 , what was the median score ?"
grade-records.csv,what is the students ' median score in ce1 ?
grade-records.csv,do you have information about average scores of all students in cw1
grade-records.csv,do you know the average score of all students in cw1 ?
births.csv,what is the mean value of the number of births in el raval across the years ?
births.csv,tell me the mean value of the number of births in el raval across the years .
births.csv,"over the years , what is the average number for births in el raval ?"
births.csv,the mean value of births in el raval over time had been how much ?
births.csv,"over all the years , what is the average value of births in el raval ?"
births.csv,tell me the mean for number of births in el raval over the years .
births.csv,what is the average number of births in el raval across the years ?
births.csv,determine the mean number of births in the years provided for el raval .
births.csv,what is the average number of births per year in el raval ?
births.csv,show the average number of births in el raval in the past .
births.csv,what is the average number of births in el raval over time ?
births.csv,what is the average number of births in el raval ?
births.csv,what is the average number of births in el raval per year ?
births.csv,"across all the years in el raval , what is the average number of babies born ?"
births.csv,what is the average number of babies born in el raval every year ?
top250-00-19.csv,sum up the money spent by liverpool on buying players across the years
top250-00-19.csv,"over the years , what was the amount of money spent , on buying players , by liverpool ?"
top250-00-19.csv,"across the years , what is the total amount of money liverpool spent on players ?"
top250-00-19.csv,how much money was spent by liverpool on buying players across the years ?
top250-00-19.csv,show me the total amount liverpool spent on buying players over the years .
top250-00-19.csv,how much money has liverpool spent buying player over time ?
top250-00-19.csv,tell me the total money liverpool spent on buying players across the years .
top250-00-19.csv,how much did liverpool spend on buying players across the years ?
top250-00-19.csv,what is the total money liverpool spent on buying players across the years ?
top250-00-19.csv,sum up the amount of money liverpool have spent on players over the years
top250-00-19.csv,how much money was spent by liverpool for buying players across all recorded years ?
top250-00-19.csv,how much did liverpool spend on buying players ?
top250-00-19.csv,show me how much liverpool has spent on buying players over the years .
top250-00-19.csv,tell me the total of money spent overtime by liverpool on buying players .
top250-00-19.csv,i want to know how much the liverpool team has spent on players in recent years .
top250-00-19.csv,what is the mean transfer fee in the premier league in 2010–2011 ?
top250-00-19.csv,in 2010 -2011 what was the mean transfer fee for the premier league ?
top250-00-19.csv,calculate the premier leagues mean transfer fee in 2010 -2011 .
top250-00-19.csv,"in the 2010 -2011 premier league , what was the mean transfer fee ?"
