Dataset Name,Question
marry.csv,this area has a large number of separated people - does it also have a large number of divorced people ?
marry.csv,does a county with a large population of separated people also have a large population of divorced people
marry.csv,areas with a large number of separated people also have a large number of divorced people .
Suicide.csv,has the gdp of china increased or decreased in the last 10 years ?
Suicide.csv,"in the last 10 years , has the gdp of china gone up or gone down ?"
Suicide.csv,"if we look for china 's gdp over the last 10 years , has it increased or decreased ?"
Suicide.csv,"in the past 10 years , has china 's gdp gone up or down ?"
Suicide.csv,"over the last 10 years , has the gdp of china increased or decreased ?"
Suicide.csv,has the gdp for china gone up or down over the last decade ?
Suicide.csv,can you tell me if the gdp of china increased or decreased in the last 10 years ?
Suicide.csv,"taking into account the last 10 years , has china 's gdp gone up or down ?"
Suicide.csv,over the last 10 years had there been and increase or decrease in china 's gdp ?
Suicide.csv,has there been an increase or decrease in the gdp of china over the last 10 years
Suicide.csv,show me if the gdp of china increased or decreased in the last 10 years .
Suicide.csv,"in the last 10 years , has china 's gdp risen or fallen ?"
Suicide.csv,"china 's gdp rate has changed in the past ten years - has it increased , or decreased ?"
Suicide.csv,is china gdp higher or lower than a decade ago ?
Suicide.csv,"for the gdp of china , has it gone up or down over the last decade ?"
googleplaystore.csv,"for paid apps , is there a linear relationship between the price and the installations ?"
googleplaystore.csv,do price and installations for paid apps have a linear relationship ?
googleplaystore.csv,is there a linear relationship between price and installations of a paid app
googleplaystore.csv,does a linear relationship exist between installations and price for paid apps ?
googleplaystore.csv,does the price and the installation have a linear relationship for paid apps ?
googleplaystore.csv,"with apps that are purchased , is there a linear correlation between the price of the app and the number of installations ?"
googleplaystore.csv,is there a linear relationship between price and paid app installations ?
googleplaystore.csv,is there a linear relationship between an app 's price and its installations ?
googleplaystore.csv,is there a linear relationship between the price and installation of a paid app ?
googleplaystore.csv,what is the linear relationship between price and installations for paid apps ?
googleplaystore.csv,do the price and installations have a linear relationship for paid apps ?
googleplaystore.csv,is there a correlation between paid apps and their cost and the installation ?
googleplaystore.csv,"what is the linear relationship between the installations and the price for paid apps , if any ?"
googleplaystore.csv,"for the paid apps , is the price and the number of installations directly proportional ?"
googleplaystore.csv,is there a direct link between price and installations for paid apps ?
googleplaystore.csv,"for paid apps , is the relationship between the price and the installations proportional ?"
googleplaystore.csv,"for paid apps , does the rating negatively correlate with the price ?"
googleplaystore.csv,is there a negative correlation between the rating of paid apps and their price ?
googleplaystore.csv,is there a negative correlation between ratings and the price among paid apps ?
googleplaystore.csv,is there a negative correlation with the price on paid apps
googleplaystore.csv,is there a negative correlation between the price of the app and its rating ?
googleplaystore.csv,is there any correlation between negative ratings and the price of the app ?
googleplaystore.csv,is there an inverse correlation between the price of apps and their rating ?
googleplaystore.csv,is there a correlation between price and rating with paid apps ?
googleplaystore.csv,do paid app ratings negatively correlate with its cost ?
googleplaystore.csv,do ratings negatively correlate with price for paid apps ?
googleplaystore.csv,does the rating correlate negatively with the price when it comes to paid apps ?
googleplaystore.csv,do you think that apps who that are rated negatively receive negative ratings because of their price ?
googleplaystore.csv,"for apps that are paid for , do ratings negatively correlate with the cost of the app ?"
googleplaystore.csv,does the price show an inverse relationship to an apps rating regarding whether the app is paid for ?
googleplaystore.csv,does the cost of a paid app cause reviews to be more negative ?
googleplaystore.csv,do the negative ratings have to do with the price for the paid apps ?
googleplaystore.csv,"does the price , for paid apps , neggativley affect its ratings ?"
